,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
105,"Betron ELR50 Noise Isolating Earphones, in Ear Earbud Headphones with Carry Case, Enhanced Bass Sound with 3 Different Sized Earbuds, Compatible with iPhone, iPad, Samsung and Mp3 Players, Black",Visit the Betron Store,$13.99,4.3 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A07830502S55FYJJSERAH&url=%2FBetron-Earphones-Headphones-Balanced-Isolating%2Fdp%2FB01M8G5K8V%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947273%26sr%3D8-75-spons%26psc%3D1&qualifier=1598947272&id=4445973699899130&widgetName=sp_mtf,"3,196 ratings","['sound quality', 'stopped working', 'highly recommend', 'well made', 'second pair', 'high quality', 'noise cancellation', 'earbud', 'another pair', 'good quality', 'build quality', 'noise isolation', 'ear pieces', 'quality sound']"
106,"Wireless Earbuds,Bluetooth Headphones,Waterproof,Magnetic Earbuds for Sports, Bass HiFi Stereo in-Ear Earphones w/Mic, 7-9 Hrs Playback Noise Cancelling Headphones from FMLOVES (Black)",Visit the FMLOVES Store,$19.99,3.7 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A09866252GO1J3OPUSHSS&url=%2FBluetooth-Headphones-Waterproof-Cancelling-FMLOVES%2Fdp%2FB07RPXM16S%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947273%26sr%3D8-76-spons%26psc%3D1&qualifier=1598947272&id=4445973699899130&widgetName=sp_mtf,40 ratings,['No Review']
107,Wireless Earbuds Bluetooth 5.0 Headsets in-Ear Earphone 20H Music Bass 3D Stereo Sport Waterproof (IPX5) Mic Headphone Handsfree Compatible with iOS/Android,Brand: JMO,$25.80,No Review,/Bluetooth-Waterproof-Headphone-Handsfree-Compatible/dp/B08F59R1FT/ref=sr_1_77?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-77,No Ratings,['No Review']
108,"Turtle Beach Battle Buds In-Ear Gaming Headset for Mobile Gaming, Nintendo Switch, Xbox One, PS4, Pro, & PC - Black/Silver - Nintendo Switch",Visit the Turtle Beach Store,$29.95,4.2 out of 5,/Turtle-Battle-Gaming-Headset-Mobile-Nintendo/dp/B07MMF2CFN/ref=sr_1_78?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-78,"2,357 ratings","['sound quality', 'battle buds', 'great sound', 'party chat', 'ear pieces', 'stopped working', 'nintendo switch', 'gaming headset', 'volume and mute', 'good sound', 'echo echo echo', 'left side', 'different sizes', 'beach battle']"
109,"VANKYO Wireless Earbuds X180 in-Ear Bluetooth 5.0 Earphones for iPhone Android with USB-C Charging Case, IPX7 Waterproof Sport Headphones with Mic, Touch Control for Gym, Home, Office, Single/Twin",Visit the vankyo Store,$39.98,4.8 out of 5,/Wireless-Bluetooth-Earphones-Waterproof-Headphones/dp/B087423FSS/ref=sr_1_79?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-79,466 ratings,"['sound quality', 'battery life', 'charging case', 'wireless earbuds', 'noise cancellation', 'highly recommend', 'comfortable to wear', 'listening to music', 'quality is good', 'easy to use', 'price point']"
110,"Sony MDREX15AP In-Ear Earbud Headphones with Mic, Black (MDREX15AP/B)",Visit the Sony Store,$9.99,4.2 out of 5,/Sony-MDREX15AP-B-Black/dp/B00JG2WRUO/ref=sr_1_80?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-80,"3,881 ratings","['sound quality', 'stopped working', 'left side', 'last long', 'left earbud', 'good price', 'great sound', 'earbud', 'get what you pay', 'pretty good', 'waste your money', 'listening to music', 'second pair', 'new pair']"
111,Bluetooth Headphones5.0 Auto Pairing Deep Bass HiFi Stereo Sound True Wireless Earbuds in Ear Bluetooth Earphones Binaural Call Headset with Built in Mic and Charging Case for Sports Running,Brand: Serendipity,$25.99,3.9 out of 5,/Serendipity-On-Ear-Headphones-0725-03/dp/B084X81PQX/ref=sr_1_81?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-81,3 ratings,['No Review']
112,Wireless Earbusds Bluetooth 5.0 Bluetooth Headphones 5-8 Hours Playtime IPX5 Waterproof TWS Stereo Headphones in-Ear Built-in Mic Headset Premium Sound with Deep Bass for Sport Black,Brand: SAMMIX,$35.99,3.7 out of 5,/Wireless-Earbusds-Bluetooth-Headphones-Waterproof/dp/B08599BPKP/ref=sr_1_82?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-82,87 ratings,"['sound quality', 'earbuds', 'battery life', 'quality is very good', 'great sound', 'easy to pair', 'left earbud', 'good sound', 'quality is great', 'sound great', 'earbuds', 'hear', 'bluetooth', 'ears', 'annoying']"
113,"PHILIPS Wired Earbuds with Microphone - Ergonomic Comfort-Fit in Ear Headphones with Mic for Cell Phones, Earphones with Microphone with Bass Clear Sound - Black",Visit the PHILIPS Store,$11.98,3.8 out of 5,/PHILIPS-Wired-Earbuds-Microphone-Comfort-Fit/dp/B00HMZJLCE/ref=sr_1_83?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-83,276 ratings,"['sound quality', 'hard plastic', 'stopped working', 'ear canal', 'earbuds', 'left earbud', 'quality is good', 'great headphones', 'good sound', 'comfortable and the sound', 'quality is great', 'sound quality is great']"
114,Skullcandy Push Ultra True Wireless In-Ear Earbud - True Black,Visit the Skullcandy Store,$79.99,4 out of 5,/Skullcandy-Push-Ultra-Wireless-Earbud/dp/B084SBZDL5/ref=sr_1_84?dchild=1&keywords=in+ear+earbuds&qid=1598947273&sr=8-84,159 ratings,"['sound quality', 'battery life', 'charging case', 'skullcandy', 'phone calls', 'true wireless', 'ear canal', 'ultra true', 'push ultra', 'inside your ear', 'quality is good', 'around my ear', 'ear hooks', 'earbud', 'listening to music']"
115,"DuoTen Waterproof Wireless Earbuds, Bluetooth 5.0 Wireless Headphone 156H Playtime Hi-Fi Stereo Sound, IPX7 Waterproof in-Ear Wireless Earphones w/Mic LCD Digital Display 2200mAh Rechargeable Case",Brand: DuoTen,$39.99,4.3 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A0404251X4SXFBOYDRJ0&url=%2FDuoTen-Waterproof-Bluetooth-Headphone-Rechargeable%2Fdp%2FB085GDY2G7%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947273%26sr%3D8-85-spons%26psc%3D1&qualifier=1598947272&id=4445973699899130&widgetName=sp_btf,947 ratings,"['sound quality', 'battery life', 'wireless earbuds', 'long time', 'charging case', 'noise cancellation', 'comfortable to wear', 'quality is good', 'earbud', 'fully charged', 'great sound', 'good sound', 'highly recommend']"
116,"Ariperd Wireless Earbuds Wireless Headphones Bluetooth Earbuds Bluetooth Earphones, Bluetooth 5.0 Deep Bass Touch Control Waterproof CVC8.0 TWS Stereo in-Ear Headphones with Charging Case",Visit the Arsiperd Store,$25.99,4 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A006249931CNBP9O7A9FS&url=%2FWireless-Headphones-Bluetooth-Earphones-Waterproof%2Fdp%2FB084S73Q9N%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947273%26sr%3D8-86-spons%26psc%3D1&qualifier=1598947272&id=4445973699899130&widgetName=sp_btf,320 ratings,"['sound quality', 'battery life', 'highly recommend', 'quality is very good', 'earbuds', 'left side', 'noise cancellation', 'listening to music', 'good sound', 'sound quality is great', 'answer calls', 'also very good', 'fully charged']"
117,Occiam True Wireless Earbuds Bluetooth Headphones Auto Pairing Touch Control Wireless Earphones in-Ear Stereo Immersive Sound Ear Buds with Built-in Mic and Charging Case for Sports,Brand: occiam,$25.49,4.5 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A038989615A122OQAL8N9&url=%2FWireless-Bluetooth-Headphones-Earphones-Immersive%2Fdp%2FB088PP19GF%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-81-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_atf_next,352 ratings,"['sound quality', 'battery life', 'earbuds', 'easy to use', 'wireless earbuds', 'charging case', 'comfortable to wear', 'long time', 'noise cancellation', 'last long', 'ear tips', 'touch controls', 'noise cancelling']"
118,Haotuo Q62 Bluetooth v5.0 Music Earbuds Playing time 8-10Hrs with Charging Box ， IPX8 Waterproof TWS Stereo Headphones Premium Sound with Deep Bass for Sport (Black),Brand: HaoTuo,$36.99,4.5 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A07207851R2IGPNSM233J&url=%2FBluetooth-Earbuds-Playing-8-10Hrs-Charging%2Fdp%2FB07YTWTHWP%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-82-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_atf_next,11 ratings,['No Review']
119,"Bose SoundSport Free, True Wireless Earbuds, (Sweatproof Bluetooth Headphones for Workouts and Sports), Black",Visit the Bose Store,$149.00,4.3 out of 5,/Bose-SoundSport-Truly-Wireless-Headphones/dp/B0748G1QLP/ref=sr_1_83?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-83,"21,883 ratings","['sound quality', 'battery life', 'left ear', 'left earbud', 'earbud', 'soundsport free', 'noise cancellation', 'right ear', 'noise cancelling', 'right earbud', 'wireless earbuds', 'listening to music', 'highly recommend']"
120,"Wireless Earbuds, Bluetooth 5.0 Earbuds CXK Hi-Fi Stereo Headphones 30H Playtime True Wireless Earbuds IPX6 Waterproof Earphones in-Ear Headsets with Mic and USB C for Working/Travel/Gym [Upgrade]",Brand: CXK,$18.99,4.6 out of 5,/Bluetooth-CXK-Headphones-Waterproof-Earphones/dp/B085VTJJR9/ref=sr_1_84?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-84,"1,755 ratings",['No Review']
121,"DuoTen Waterproof Wireless Earbuds, Bluetooth 5.0 Wireless Headphone 156H Playtime Hi-Fi Stereo Sound, IPX7 Waterproof in-Ear Wireless Earphones w/Mic LCD Digital Display 2200mAh Rechargeable Case",Brand: DuoTen,$39.99,4.3 out of 5,/DuoTen-Waterproof-Bluetooth-Headphone-Rechargeable/dp/B085GDY2G7/ref=sr_1_85?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-85,947 ratings,"['sound quality', 'battery life', 'wireless earbuds', 'long time', 'charging case', 'noise cancellation', 'comfortable to wear', 'quality is good', 'earbud', 'fully charged', 'great sound', 'good sound', 'highly recommend']"
122,"Wireless Earbuds, MEGIVEZ Bluetooth 5.0 Headphones 6H Continuous Playtime Touch Control Waterproof TWS Stereo in-Ear Earpiece with Charging Case, Deep Bass Built-in Mic Sports Bluetooth Headset",Visit the MEGIVEZ Store,$29.99,3.9 out of 5,/MEGIVEZ-Bluetooth-Headphones-Continuous-Waterproof/dp/B07WZJJG43/ref=sr_1_86?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-86,"1,461 ratings","['sound quality', 'battery life', 'earbud', 'wireless earbuds', 'great sound', 'noise cancellation', 'charging case', 'highly recommend', 'pretty good', 'waste of money', 'listening to music', 'noise cancelling', 'stopped working']"
123,"[2 Pack] Apple Headphones/Earbuds/Earphones with 3.5mm Wired in Ear Headphone Plug(Built-in Microphone & Volume Control) Compatible with iPhone,iPad,iPod,Laptops,MP3/4,Android,[Apple MFi Certified]",Brand: RICLBE,$13.99,5 out of 5,/Headphones-Earphones-Headphone-Microphone-Compatible/dp/B08G1PC13X/ref=sr_1_87?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-87,1 rating,['No Review']
124,Wireless Earbuds Bluetooth 5.0 Headphones IPX7 Waterproof Bluetooth Earbuds Built-in 2 Mics CVC8.0 Noise Reduction Graphene Driver Wireless Headphones Long Playtime in-Ear Earphone for All Smart Phone,Brand: YGY,$26.96,4.7 out of 5,/Wireless-Bluetooth-Headphones-Waterproof-Reduction/dp/B08B67YC86/ref=sr_1_88?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-88,149 ratings,"['sound quality', 'battery life', 'wireless earbuds', 'highly recommend', 'long time', 'earbuds', 'carry around', 'great sound', 'pretty good', 'pleasantly surprised', 'different sizes', 'listening to music', 'affordable price']"
125,"True Wireless Earbuds, HalfEars T15 Upgraded Bluetooth 5.0 Earbuds Stereo Premium Sound 30H Playtime, TWS Wireless Earbuds with Charging Case, Waterproof in Ear Headphones with Mic for Home and Gym",Visit the LOFTEK Store,$29.99,4.5 out of 5,/Wireless-T15-Bluetooth-Waterproof-Headphones/dp/B0881NKVGF/ref=sr_1_89?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-89,40 ratings,"['sound quality', 'good for the price', 'wireless earbuds', 'sound is good', 'charging', 'ear', 'bluetooth', 'buds', 'calls', 'headphones', 'bass', 'earbud', 'connect', 'convenient', 'paired', 'touch', 'workout']"
126,"Wireless Earbuds, Mpow M30 in-Ear Bluetooth Earbuds, Punchy Bass Sound, IPX8 Waterproof Bluetooth Earphones, Touch Control Sport Headphones, 25H Playtime/Mics/USB-C Quick Charge/Twin&Mono Mode, Blue",Visit the Mpow Store,$32.98,4.9 out of 5,/Mpow-Bluetooth-Waterproof-Earphones-Headphones/dp/B08BJP1HPK/ref=sr_1_90?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-90,470 ratings,"['sound quality', 'battery life', 'wireless earbuds', 'charging case', 'highly recommend', 'noise cancellation', 'noise cancelling', 'true wireless', 'touch controls', 'price point', 'great price', 'definitely recommend']"
127,"Mixcder E9 Active Noise Cancelling Headphones Wireless Bluetooth 5.0, 2020 Upgraded Foldable over Ear Headset with Quick Charge, 35H Playtime - Black",Brand: Mixcder,$69.99,4.2 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0334933SF08ECWZTR9J&url=%2FCancelling-Headphones-Mixcder-E9-Microphone%2Fdp%2FB07HH9Q8ZL%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-91-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_mtf,"1,551 ratings","['sound quality', 'noise cancellation', 'battery life', 'noise cancelling', 'active noise', 'noise cancelation', 'happy with my purchase', 'build quality', 'highly recommend', 'high quality', 'comfortable to wear', 'air travel']"
128,"MULTITED TX Wireless Earbuds Bluetooth 5.0 - Designed for Running, Gym, and Hiking with Waterproof IPX7 Protection, A Total of 100 Hours Playtime, Hi-Fi Well-Balanced Sound, and Built-in Microphone",Visit the MultiTed Store,$49.99,4.1 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A08452775O1O5I692KR3&url=%2FTX-Wireless-Bluetooth-Headphones-Charging%2Fdp%2FB07SRGSMHR%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-92-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_mtf,343 ratings,"['battery life', 'sound quality', 'wireless earbuds', 'memory foam', 'charging case', 'great sound', 'easy to use', 'highly recommend', 'different sizes', 'foam tips', 'last long', 'earbuds', 'listening to music']"
129,"Earbuds - Earphone - Wired Headphones, 3.5mm in-Ear Wired Earbuds with Built-in Microphone & Volume Control Compatible with iPhone 6s plus/6/5s/5c/Pad/S10 Android All 3.5 mm Audio Devices (2 Pack)",Brand: kirababy,$17.99,4.6 out of 5,/Earbuds-Headphones-Ear-Built-Microphone/dp/B08DNBVXX6/ref=sr_1_93?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-93,"1,984 ratings","['sound quality', 'exceeded my expectations', 'listening to music', 'work well', 'think this is a great', 'really good', 'work great', 'quality is great', 'great price', 'great sound', 'headphones', 'earbuds', 'decent', 'noise']"
130,"Beben IPX7 Waterproof Bluetooth 5.0 True Wireless Earbuds, 35H Cyclic Playtime TWS Headphones with Charging Case and mic, in-Ear Stereo Earphones Headset for Sport",Visit the BEBEN Store,$28.99,4.8 out of 5,/Waterproof-Bluetooth-Wireless-Headphones-Earphones/dp/B0868DK15M/ref=sr_1_94?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-94,"1,222 ratings","['sound quality', 'battery life', 'highly recommend', 'wireless earbuds', 'apple airpods', 'great value', 'noise cancellation', 'great price', 'pleasantly surprised', 'easy to use', 'definitely recommend', 'long time']"
131,"Wireless Earbuds, Bomaker Bluetooth 5.0 in-Ear Stereo Headphones, Graphene Drivers with Deep Bass, 30Hrs/2 Mics,Touch Control, Type-c Quick Charge, IPX7 Waterproof Sports Headset for iPhone/Android",Visit the BOMAKER Store,$39.97,4.2 out of 5,/Wireless-Bluetooth-Headphones-Graphene-Waterproof/dp/B086G9Q9M7/ref=sr_1_95?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-95,"1,002 ratings","['battery life', 'sound quality', 'wireless earbuds', 'charging case', 'noise cancellation', 'true wireless', 'touch controls', 'highly recommend', 'left earbud', 'mono mode', 'stopped working', 'ear tips', 'really good']"
132,"Wireless Headphones, Boltune Bluetooth 5.0 IPX7 Waterproof 16 Hours Playtime Bluetooth Headphones, with Magnetic Connection, Sports Earbuds for Running Built-in Mic",Visit the Boltune Store,$23.99,4.5 out of 5,/Boltune-Headphones-Bluetooth-Waterproof-Connection/dp/B07PMH3393/ref=sr_1_96?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-96,"11,684 ratings","['battery life', 'sound quality', 'noise cancellation', 'around your neck', 'highly recommend', 'stopped working', 'noise cancelling', 'great price', 'easy to use', 'great value', 'long battery', 'definitely recommend']"
133,"Wired Earbuds, TaoTronics Noise Cancelling Earbud in-Ear Headphones Premium Stereo Headphone Earbuds Built-in Mic 15 Hours Playtime Black",Visit the TaoTronics Store,$19.99,4.4 out of 5,/TaoTronics-Cancelling-Headphones-Headphone-Playtime/dp/B085XSQTPP/ref=sr_1_97?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-97,59 ratings,"['noise cancelling', 'noise cancellation', 'sound quality', 'battery life', 'battery lasts', 'long time', 'cancelling earbuds', 'active noise', 'earbud', 'ear piece', 'pretty good', 'much better', 'great deal', 'excellent noise']"
134,Bluetooth Earbuds Wireless Earbuds Bluetooth 5.0 Headphones 30H Playtime in-Ear Hi-Fi Deep bass Stereo Sound TWS Sweatproof Earphones Headsets for Web Meeting Workout/Running/Travel,Brand: OKIMO,$39.99,4.9 out of 5,/Bluetooth-Wireless-Headphones-Sweatproof-Earphones/dp/B08CXKH2WQ/ref=sr_1_98?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-98,127 ratings,"['sound quality', 'battery life', 'wireless earbuds', 'charging case', 'highly recommend', 'earbuds', 'satisfied with this purchase', 'noise cancelling', 'great sound', 'long time', 'price point', 'pleasantly surprised']"
135,"Linklike Quad Drivers Triple Hi-Res Vocals ASMR in-Ear Headphones, Aluminum Symphony Earbuds, Ultra Light & Comfort Wired Earphones with Mic, Noise Isolating Wired Earbuds w/Volume Control 3.5mm Jack",Visit the Linklike Store,$39.99,4.8 out of 5,/Linklike-Headphones-Aluminum-Earphones-Isolating/dp/B08CDD6MB4/ref=sr_1_99?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-99,23 ratings,"['sound quality', 'great sound', 'bass and clear', 'earbuds', 'earphones', 'earbud', 'headphones', 'microphone', 'tips', 'hear', 'ears', 'noise', 'sounds', 'volume', 'wired', 'build', 'elsa', 'package', 'rich']"
136,Earphones Bass in-Ear Earbuds Headphones with Microphone and Volume Control 3.9 Ft Black,Brand: Seocode,$9.97,4.1 out of 5,/Earphones-Earbuds-Headphones-Microphone-Control/dp/B07HGYYGSN/ref=sr_1_100?dchild=1&keywords=in+ear+earbuds&qid=1598947276&sr=8-100,"1,643 ratings","['sound quality', 'stopped working', 'noise cancellation', 'great sound', 'another pair', 'earbud', 'lasted about 7 months', 'skull candy', 'listening to music', 'different sizes', 'definitely recommend', 'build quality']"
137,"SOUL S-Gear Wireless Earbuds - in Ear Headphones, Bluetooth, Water-Resistant, Music and Calls (White)",Brand: SOUL,$39.99,4.5 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A00027292QP0VFSPS8K25&url=%2FSOUL-S-Gear-Wireless-Earbuds-Water-Resistant%2Fdp%2FB08B3B1ZPZ%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-101-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_btf,19 ratings,['No Review']
138,"layajia Mini Wireless Earbuds Waterproof Wireless Headphones, Bluetooth 5.0 in-Ear Earphones TWS Stereo Sound, Portable Wireless Headset 28H Palytime w/Built-in Mic Single/Twin Mode Charging Case",Brand: layajia,$21.99,4.4 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A07690722NSVW8FDWTS7L&url=%2Flayajia-Waterproof-Headphones-Bluetooth-Earphones%2Fdp%2FB088WXHDD1%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947276%26sr%3D8-102-spons%26psc%3D1&qualifier=1598947276&id=6900152192866719&widgetName=sp_btf,340 ratings,"['sound quality', 'battery life', 'comfortable to wear', 'charging case', 'quality is very good', 'wireless earbuds', 'long time', 'bluetooth headset', 'bluetooth connection', 'good sound', 'highly recommend', 'listening to music']"
139,"6 Pairs Replacement Ear Tips Compatible with AirPods Pro, RIYO Non-Slip Silicone Earbuds Eartips with Storage Box(S/M/L, White)",Brand: RIYO RIYO,$9.99,5 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A06195932J4RK6100TVTL&url=%2FReplacement-Compatible-RIYO-Non-Slip-Silicone%2Fdp%2FB088SZQFF9%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947280%26sr%3D8-97-spons%26psc%3D1&qualifier=1598947280&id=3791302989140670&widgetName=sp_atf_next,13 ratings,['No Review']
140,"Earbuds Headphones with Microphone 4 Pack,Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds,Fits All 3.5mm Interface. (4 Pairs)",Brand: YENIE,$9.99,4.4 out of 5,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A09938013C4M0DPRSAAXG&url=%2FEarbuds-Headphones-Microphone-Earphones-Interface%2Fdp%2FB08B578J1P%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Din%2Bear%2Bearbuds%26qid%3D1598947280%26sr%3D8-98-spons%26psc%3D1&qualifier=1598947280&id=3791302989140670&widgetName=sp_atf_next,64 ratings,"['highly recommend', 'battery life', 'good sound', 'great value for the price', 'earbuds', 'headphones', 'fall', 'microphone']"
141,"Earbuds,Earphones,Pasuwisma in-Ear Headphones Noise Isolating,Compatible with iPhone,iPod,iPad,MP3 Players,Samsung Galaxy,Nokia,HTC,etc 4pack (Candy1)",Brand: Pasuwisma,$9.99,3.9 out of 5,/Earphones-Pasuwisma-Headphones-Isolating-Compatible/dp/B07SSYWK7H/ref=sr_1_99?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-99,287 ratings,"['sound quality', 'earbuds', 'great value', 'get what you pay', 'pretty good', 'worked out very well', 'good quality', 'good value', 'good quality for the price', 'great price', 'earbuds', 'earphones', 'listen', 'mic', 'pairs', 'ears']"
142,"BEBEN Bluetooth 5.0 True Wireless Earbuds, IP68 Waterproof 30H Cyclic Playtime TWS Stereo Headphones for iPhone Android with Charging Case, in-Ear Earphones Headset with mic for Sport/Travel/Gym",Visit the BEBEN Store,$32.99,4.6 out of 5,/BEBEN-Bluetooth-Waterproof-Headphones-Earphones/dp/B0836CLXR6/ref=sr_1_100?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-100,"6,905 ratings","['sound quality', 'battery life', 'wireless earbuds', 'noise cancellation', 'highly recommend', 'noise cancelling', 'easy to use', 'great value', 'definitely recommend', 'price point', 'pleasantly surprised', 'great price']"
143,"Under the Influence - How to Fake Your Way into Getting Rich on Instagram: Influencer Fraud, Selfies, Anxiety, Ego, and Mass Delusional Behavior","by
Trey Ratcliff (Author)",$17.99,4.1 out of 5,/Under-Influence-Instagram-Influencer-Delusional/dp/1091586551/ref=sr_1_101?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-101,13 ratings,['No Review']
144,"Bulk Disposable Earbud Headphones - in-Ear Earphones with 3.5mm Headphone Plug, Wholesale Lot (500 Pack, Black)",Brand: Maeline,$214.99,3.9 out of 5,/Maeline-Wholesale-Headphones-Earphones-Disposable/dp/B07PVC9LHR/ref=sr_1_102?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-102,146 ratings,"['good value', 'beat the price', 'value for the price', 'great headphones', 'great price', 'earbuds', 'students', 'school', 'class', 'break', 'bulk', 'listening', 'cost', 'classroom', 'earphones', 'individual', 'individually']"
145,"Wireless Earbuds Bluetooth Headphones,Bluetooth 5.0 Auto Pairing in-Ear Headphones with Portable Case Wireless Charging Case (White) 76",Brand: GUZON,No Price,3.1 out of 5,/Wireless-Bluetooth-Headphones-Portable-Charging/dp/B08CDYS6DC/ref=sr_1_104?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-104,19 ratings,"['apple airpods', 'sound quality', 'bluetooth', 'ear', 'earbuds']"
146,Plugfones Guardian In-Ear Earplug Earbud Hybrid - Noise Reduction In-Ear Headphones (Black),Visit the Plugfones Store,$22.72,4 out of 5,/Plugfones-Executive-Ear-Plugs-Earbuds/dp/B00RW1R81E/ref=sr_1_105?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-105,480 ratings,"['sound quality', 'wind noise', 'earplugs', 'stopped working', 'second pair', 'motorcycle helmet', 'foam earplugs', 'listening to music', 'hear the music', 'ear canal', 'outside noise', 'work well', 'another pair', 'quality is good']"
147,"Elecder D18 True Wireless Earbuds Bluetooth 5.0 Headphones in Ear with Microphone Headset, Noise Cancelling CVC 8.0, IPX7 Waterproof, Charging Case Apt-X Deep Bass Earphones for Workout, Running",Brand: ELECDER,$39.99,4.9 out of 5,/Elecder-D18-Headphones-Microphone-Cancelling/dp/B089N4YC7F/ref=sr_1_106?dchild=1&keywords=in+ear+earbuds&qid=1598947280&sr=8-106,19 ratings,"['sound quality', 'wireless earbuds', 'highly recommend', 'battery life', 'good price', 'earbuds for great', 'affordable', 'bluetooth', 'ears', 'fall', 'noise', 'charging']"
